Company_Name,Skill_1,Skill_2,Skill_3,Domain,Location,Minimum_CGPA,Duration,Recommended_Degree
Future Labs,"Digital Forensics, Machine Learning","NoSQL, OpenCV",GCP,Database Administration,Kolkata,6.5,12 Months,Mechanical Engineering
Future Link Solutions,"Librosa, Kubernetes","Digital Forensics, Python","JavaScript, Machine Learning",Cloud Computing,Remote,8,3 Months,B.Tech CS / IT
Future Networks,"Pandas, Docker","AWS, GCP","GCP, DevOps",Database Administration,Remote,8,12 Months,B.Tech CS / IT
Future Security,"PyTorch, Linux","PowerBI, Digital Forensics","Node.js, Data Analysis",Database Administration,Bangalore,8.2,2 Months,B.Tech CS / IT
Future Software,"NLP, Data Analysis","Docker, Digital Forensics","Computer Vision, Node.js",Web Development,Hyderabad,8.7,4 Months,B.Tech Computer Science
Future Software Limited,"Docker, Computer Vision","Cybersecurity, Computer Vision","PyTorch, React",Cloud Computing,Chennai,9.1,2 Months,B.Tech Computer Science
Future Solutions,"Pandas, React","Librosa, Java","PowerBI, Incident Response",Cybersecurity & Forensics,Gurgaon,8.8,12 Months,M.Sc Cyber Forensics
Future Solutions Ventures,"Data Analysis, GCP","Ethical Hacking, Machine Learning","PowerBI, GCP",Database Administration,Bangalore,7.6,12 Months,Mechanical Engineering
Future Space Innovations,"Scikit-learn, Node.js","Bash, Digital Forensics","Machine Learning, Deep Learning",Web Development,Remote,7.4,6 Months,B.Tech Computer Science
Future Space Solutions,"PowerBI, Digital Forensics","Digital Forensics, NLP","AWS, JavaScript",Database Administration,Kolkata,7.4,6 Months,B.E. Cloud Computing
Future Systems,"PowerBI, Cybersecurity","C++, PowerBI","GCP, Bash",Cloud Computing,Seattle,9.3,3 Months,B.E. Cloud Computing
Future Tech,"JavaScript, Linux","PowerBI, Incident Response","Network Security, AWS",Data Science & AI,Pune,6.7,3 Months,B.Tech CS / M.Tech
Future Tech Solutions,"Python, NLP","Scikit-learn, Ethical Hacking","PowerBI, Data Analysis",Data Science & AI,Coimbatore,6.9,9 Months,B.Sc / M.Sc Data Science
Future Technologies,"C++, Node.js","TensorFlow, PowerBI","OpenCV, Deep Learning",Software Engineering,Hyderabad,7.4,6 Months,B.Tech Computer Science
G M Infotech & Systems Pvt Ltd,"Scikit-learn, Cybersecurity","Java, Python","Digital Forensics, AWS",Web Development,Chennai,7.9,6 Months,B.E. Information Technology
Gamma Software Systems Pvt Ltd,Web Development,"Bash, Deep Learning","Pandas, PyTorch",Mobile App Development,Kolkata,8.7,6 Months,B.Tech CS / IT
Ganga Com Solutions,"Bash, Ethical Hacking","Azure, Python","TensorFlow, Python",Cybersecurity & Forensics,Kolkata,6.1,6 Months,B.Tech Cybersecurity
Ganga Consulting Systems,"AWS, Azure","PowerBI, TensorFlow","Ethical Hacking, Data Analysis",Software Engineering,Noida,6.5,4 Months,BCA / MCA
Ganga Cyber Solutions,"Librosa, Java","JavaScript, Scikit-learn","Java, Scikit-learn",Data Science & AI,Remote,9.4,2 Months,B.Sc Statistics / Math
Ganga Data Innovations,"Linux, Java","Bash, Deep Learning","Kubernetes, JavaScript",DevOps,Lucknow,9.2,2 Months,B.E. Cloud Computing
Ganga Data Ventures,"DevOps, NoSQL","Node.js, NoSQL","PyTorch, Scikit-learn",Data Science & AI,Coimbatore,6.1,12 Months,B.Sc Statistics / Math
Ganga Labs Innovations,"C++, Java","NoSQL, NLP","Data Analysis, Librosa",DevOps,Chennai,6.6,2 Months,B.E. Cloud Computing
Ganga Services Enterprises,"OpenCV, Node.js","Computer Vision, Cybersecurity","NoSQL, React",Cybersecurity & Forensics,Remote,9.2,2 Months,M.Sc Cyber Forensics
Ganga Soft Pvt Ltd,"Digital Forensics, Ethical Hacking","PyTorch, TensorFlow","Network Security, Linux",Data Science & AI,Indore,7.4,6 Months,B.Sc Statistics / Math
Ganga Solutions Ventures,"OpenCV, AWS","Data Analysis, Ethical Hacking","Docker, C++",DevOps,Thiruvananthapuram,6.3,4 Months,B.Tech CS / IT
Ganga Web Solutions,"TensorFlow, NLP","Incident Response, C++","GCP, NoSQL",DevOps,Remote,8.9,2 Months,B.Tech CS / IT
Gate2Biz Pvt Ltd,"Data Analysis, Node.js","NoSQL, PowerBI","Cybersecurity, Docker",Software Engineering,New Delhi,8.6,12 Months,B.Tech Computer Science
GATI Intellect Systems Ltd,"Ethical Hacking, Java","Pandas, SQL","Network Security, Data Analysis",Web Development,Secunderabad,7.6,2 Months,B.E. Cloud Computing
Gavs Information Service Pvt. Ltd.,"OpenCV, Scikit-learn","C++, Bash","Python, JavaScript",Database Administration,Chennai,7,4 Months,B.Tech CS / IT
GE Capital Services India,"PowerBI, Cybersecurity","Bash, JavaScript","Azure, Scikit-learn",Cybersecurity & Forensics,Gurgaon,7.2,12 Months,BCA / MCA
Geine Technologies India Pvt Ltd,"Scikit-learn, Cybersecurity","SQL, Digital Forensics","Azure, Computer Vision",Web Development,New Delhi,7.3,4 Months,B.E. Cloud Computing
Genesis Infotech Solutions Pvt. Ltd.,"Computer Vision, SQL","Docker, Python","Docker, C++",Cybersecurity & Forensics,Chennai,7.7,2 Months,B.E. Information Technology
Genisys Integrating Systems (I) Pvt. Ltd.,"Machine Learning, DevOps","AWS, Ethical Hacking","Kubernetes, Scikit-learn",Cybersecurity & Forensics,Bangalore,7.7,2 Months,B.E. Cloud Computing
Genpact India,"TensorFlow, Linux","PyTorch, Incident Response","Network Security, Linux",Cybersecurity & Forensics,Singapore,7.3,3 Months,B.Tech Computer Science
Geodesic Information Systems Ltd.,"Deep Learning, NLP","PyTorch, Computer Vision","Incident Response, Node.js",Data Science & AI,Mumbai,8.8,6 Months,B.E. Cloud Computing
Geometric Software Solutions Company Ltd.,"Pandas, React","Docker, Cybersecurity",Bash,Mobile App Development,Mumbai,9,4 Months,BCA / MCA
Global Automation India (P) Ltd,"Azure, Digital Forensics","Bash, Ethical Hacking","Pandas, Machine Learning",Cybersecurity & Forensics,Bangalore,8.8,6 Months,B.Tech CS / IT
Global Business Technology Services Pvt Ltd,"Bash, Computer Vision","NoSQL, SQL",Incident Response ,Cybersecurity & Forensics,Chennai,7.3,4 Months,BCA / MCA
Global Corp,"Digital Forensics, Python","Cybersecurity, NLP","OpenCV, React",Web Development,Mumbai,6.4,12 Months,BCA / MCA
Global Defense,"Ethical Hacking, Linux","Digital Forensics, JavaScript","C++, Azure",Web Development,San Francisco,6.4,12 Months,B.Tech Computer Science
Global Dialnet Limited,"Linux, Python","Node.js, Docker","Azure, SQL",Cloud Computing,New Delhi,9.3,6 Months,BCA / MCA
Global Groupware Solutions,Web Development,"Node.js, C++","NLP, Java",Software Engineering,Delhi,7.3,2 Months,B.E. Information Technology
Global Infosystems Ltd,"Ethical Hacking, Docker","Cybersecurity, PowerBI","Data Analysis, Python",Software Engineering,New Delhi,8.3,3 Months,B.E. Information Technology
Global IT Services Ltd.,"PowerBI, Incident Response","Docker, Ethical Hacking","Cybersecurity, Java",Cybersecurity & Forensics,Kolkata,8.8,2 Months,M.Sc Cyber Forensics
Global Networks,"Mobile Forensics, Pandas","Incident Response, Kubernetes","Data Analysis, Machine Learning",Database Administration,London,9,3 Months,B.E. Cloud Computing
Global Security,"Data Analysis, Linux","JavaScript, Java","Linux, NLP",Cybersecurity & Forensics,Seattle,6.4,3 Months,B.Tech Cybersecurity
Global Software,"JavaScript, Mobile Forensics","Incident Response, GCP","Azure, Ethical Hacking",Cybersecurity & Forensics,Noida,7.9,9 Months,M.Sc Cyber Forensics
Global Software (I) Pvt Ltd,Web Development,"PowerBI, TensorFlow","Computer Vision, Azure",Cloud Computing,Chennai,8.9,2 Months,B.Tech Computer Science
Global Solutions,"Digital Forensics, NLP","Kubernetes, Mobile Forensics","Computer Vision, Java",Software Engineering,Chennai,8.6,4 Months,B.E. Information Technology
Global Tech,"Python, SQL","Pandas, Computer Vision",Machine Learning,DevOps,Hyderabad,8.4,6 Months,Mechanical Engineering
Global Tech India Pvt. Ltd.,"Data Analysis, Network Security","Machine Learning, NLP","Digital Forensics, Data Analysis",Web Development,Ahmedabad,7.9,3 Months,B.Tech CS / IT
Global Technologies,"SQL, Computer Vision","C++, Linux","Ethical Hacking, TensorFlow",DevOps,San Francisco,6,6 Months,B.Tech CS / IT
Globalsoft Pvt. Ltd.,"DevOps, GCP","Cybersecurity, Node.js","SQL, Ethical Hacking",DevOps,New Delhi,8.7,3 Months,B.Tech CS / IT
Globsyn Technologies Ltd.,"Data Analysis, Network Security","Pandas, NoSQL","Docker, PyTorch",Database Administration,New Delhi,8.2,2 Months,B.Tech Computer Science
Godrej Infotech Ltd,"Scikit-learn, Cybersecurity","Librosa, Pandas","Kubernetes, Python",Database Administration,Mumbai,8.6,12 Months,Mechanical Engineering
Goenka Infotech Limited,"PyTorch, Pandas","Cybersecurity, NLP","Digital Forensics, Node.js",Mobile App Development,Hyderabad,6.1,12 Months,M.Sc Cyber Forensics
Goldstone Technologies Ltd,"SQL, Java","Linux, TensorFlow","Node.js, SQL",Mobile App Development,Secunderabad,8.7,12 Months,B.E. Cloud Computing
Google,"GCP, Cybersecurity","AWS, PyTorch",Librosa,Software Engineering,Gurgaon,7.7,9 Months,BCA / MCA
GrapeCity India Pvt. Ltd.,"Cybersecurity, SQL","Docker, Bash","React, Computer Vision",Software Engineering,New Delhi,7.7,12 Months,B.Tech Computer Science
Growth Compusoft Exports Ltd.,"Mobile Forensics, Cybersecurity","Data Analysis, DevOps","Python, Incident Response",Data Science & AI,Ahmedabad,6.1,2 Months,BCA / MCA
GTL Limited,"Node.js, GCP","AWS, Scikit-learn","React, Incident Response",Web Development,Mumbai,7.5,6 Months,Mechanical Engineering
Gujarat Informatics Limited,"Scikit-learn, TensorFlow","Kubernetes, DevOps","Cybersecurity, PyTorch",Web Development,Gujarat,7.5,12 Months,M.Sc Cyber Forensics
Gujarat Narmada Valley Fertilizer Company,"Computer Vision, SQL","C++, Bash","NLP, C++",DevOps,Ahmedabad,6.5,6 Months,B.E. Information Technology
Gujarat Venture Finance Ltd.,Web Development,"PyTorch, Data Analysis","Ethical Hacking, Pandas",Cybersecurity & Forensics,Ahmedabad,8.6,2 Months,B.Tech CS / M.Tech
Gulf Computers Private Limited,"Cybersecurity, Network Security","DevOps, Kubernetes","AWS, OpenCV",Cybersecurity & Forensics,Mumbai,8.9,12 Months,B.Tech Computer Science
Hamilton Research & Technology Pvt. Ltd.,"AWS, Scikit-learn","Node.js, Azure","AWS, OpenCV",Cloud Computing,Kolkata,7.3,2 Months,M.Sc Cyber Forensics
Hays Document Management Pvt. Ltd.,Web Development,"NLP, DevOps","Cybersecurity, PyTorch",Data Science & AI,Mumbai,7.9,4 Months,Mechanical Engineering
HCC Infotech Ltd,"Scikit-learn, Librosa","NoSQL, OpenCV","Cybersecurity, Azure",DevOps,Mumbai,9.2,2 Months,B.E. Information Technology
HCL,"OpenCV, Pandas","PyTorch, PowerBI",JavaScript,Cloud Computing,Chennai,7.9,2 Months,B.Tech CS / IT
HCL E Serve Technologies Ltd,Web Development,"JavaScript, Network Security","Cybersecurity, Data Analysis",Web Development,Noida,7.6,4 Months,B.Sc Statistics / Math
HCL Infosystems Ltd,"Ethical Hacking, Pandas","Mobile Forensics, PyTorch","JavaScript, Java",Cybersecurity & Forensics,Noida,7.1,12 Months,BCA / MCA
HCL Perot Systems Pvt Ltd,"Java, SQL","Machine Learning, Azure","Scikit-learn, TensorFlow",Web Development,Noida,7.9,4 Months,BCA / MCA
HCL Technologies Ltd,"Digital Forensics, Data Analysis","TensorFlow, Python","Bash, Network Security",DevOps,Noida,7.7,3 Months,B.Sc Information Security
HCLTech,"Machine Learning, Ethical Hacking","Digital Forensics, SQL","Scikit-learn, Node.js",Software Engineering,Indore,7.9,6 Months,BCA / MCA
Healthscribe India Limited,Web Development,"C++, React","Kubernetes, Docker",Data Science & AI,Bangalore,7.8,9 Months,Mechanical Engineering
Hero Corporate Services Ltd,"Computer Vision, SQL","Linux, Incident Response","Data Analysis, Network Security",Database Administration,New Delhi,7.9,12 Months,B.E. Information Technology
Heuristix Systems Pvt Ltd,"Docker, AWS","OpenCV, Mobile Forensics",Kubernetes,Cloud Computing,Bangalore,6.7,9 Months,B.Tech Cybersecurity
Hewlett-Packard (India) Software Operations Pvt Ltd,"Kubernetes, Pandas","Java, Python","TensorFlow, Cybersecurity",Web Development,Bangalore,6,3 Months,B.E. Cloud Computing
Hexaware Technologies,"Deep Learning, Python","C++, JavaScript","DevOps, Ethical Hacking",Web Development,Lucknow,8.2,3 Months,B.Tech Cybersecurity
Hexaware Technologies Limited,Web Development,"TensorFlow, OpenCV","Machine Learning, Cybersecurity",Mobile App Development,Chennai,8.7,12 Months,BCA / MCA
Himalaya AI Pvt Ltd,"Network Security, Kubernetes","NoSQL, TensorFlow","SQL, Data Analysis",Cloud Computing,Hyderabad,8.2,2 Months,B.Tech CS / IT
Himalaya Labs Solutions,"Python, SQL","PowerBI, Deep Learning","C++, AWS",Cloud Computing,Coimbatore,6.8,12 Months,Mechanical Engineering
Himalaya Soft Analytics,"Cybersecurity, Librosa","Pandas, PowerBI","Deep Learning, AWS",Software Engineering,Jaipur,6.8,6 Months,BCA / MCA
Himalaya Space Group,"GCP, React","Scikit-learn, Java","Bash, C++",Data Science & AI,Noida,6.3,12 Months,B.Tech CS / M.Tech
Himalaya Space Ventures,"Deep Learning, Data Analysis","PyTorch, Mobile Forensics","Azure, React",Software Engineering,Remote,9.3,9 Months,B.Tech Computer Science
Himalaya Sys Pvt Ltd,"TensorFlow, GCP","Cybersecurity, PowerBI","PowerBI, Incident Response",Cloud Computing,Remote,7.1,6 Months,Mechanical Engineering
Himalaya Sys Ventures,"Deep Learning, Azure","Java, Scikit-learn","Incident Response, Node.js",Web Development,Bangalore,8.7,9 Months,B.Tech Computer Science
Hinduja TMT Ltd,"Librosa, NLP","C++, React","Mobile Forensics, TensorFlow",Software Engineering,Bangalore,6.2,12 Months,Mechanical Engineering
Hiperworld Cybertech Ltd,"Data Analysis, Librosa","Docker, Kubernetes","Incident Response, PowerBI",DevOps,New Delhi,9.3,6 Months,BCA / MCA
"Hi-Tech Compucare, Tripura","Deep Learning, Bash","PowerBI, Mobile Forensics","PyTorch, NLP",Data Science & AI,Bangalore,7,12 Months,Mechanical Engineering
HMA STARware Ltd,"Linux, Data Analysis","OpenCV, Ethical Hacking","Azure, Data Analysis",Software Engineering,Chennai,6.5,4 Months,B.E. Information Technology
Holool E-Business Pvt Ltd,"Ethical Hacking, Docker","Kubernetes, Librosa",Bash,Cloud Computing,Hyderabad,7,4 Months,Mechanical Engineering
Honeywell India Software Operations Pvt. Ltd.,Web Development,"Mobile Forensics, Bash","Computer Vision, Azure",Data Science & AI,Bangalore,8.2,12 Months,B.E. Information Technology
HOPE Technologies Ltd.,"TensorFlow, Network Security","Deep Learning, GCP","Pandas, C++",DevOps,New Delhi,6.5,6 Months,Mechanical Engineering
House of Code (India) Pvt. Ltd.,"Ethical Hacking, Pandas","Cybersecurity, PowerBI","Bash, Cybersecurity",Database Administration,Mumbai,7.8,9 Months,B.Tech CS / M.Tech
Houston Technologies Ltd,"DevOps, SQL","Librosa, JavaScript","Docker, Cybersecurity",Database Administration,Delhi,7.1,9 Months,B.E. Cloud Computing
HP,"SQL, NLP","Node.js, Network Security",DevOps,Database Administration,Remote,9.5,9 Months,B.Tech CS / IT
HSBC Electronic Data,"Scikit-learn, Cybersecurity","Docker, Cybersecurity","C++, SQL",Mobile App Development,Delhi,6.5,12 Months,BCA / MCA
HTC Software Development Centre,"DevOps, PyTorch","GCP, Node.js",Python,Mobile App Development,Chennai,7.7,12 Months,B.Sc / M.Sc Data Science
Huawei Technologies India Pvt Ltd,"Java, Node.js","PyTorch, Computer Vision","Node.js, Librosa",Database Administration,Bangalore,6.5,3 Months,B.Tech Computer Science
Hughes Software Systems Ltd,Web Development,"Librosa, GCP","AWS, Ethical Hacking",Software Engineering,Gurgaon,9,12 Months,B.E. Information Technology
Human Base India Inc.,"Java, Ethical Hacking","SQL, JavaScript",C++,Software Engineering,Bangalore,7.6,12 Months,B.Tech Computer Science
Hurix Systems Pvt. Ltd.,"TensorFlow, NLP","PyTorch, Azure","PyTorch, AWS",DevOps,Mumbai,9.2,12 Months,B.Sc Statistics / Math
i2 Technologies India Pvt. Ltd.,"Scikit-learn, Cybersecurity","C++, Linux","Machine Learning, Cybersecurity",Web Development,Bangalore,7.4,6 Months,BCA / MCA
IBILT Technologies Ltd,"Pandas, Docker","TensorFlow, OpenCV","PyTorch, SQL",DevOps,New Delhi,7.2,3 Months,B.E. Cloud Computing
IBM,"Java, Digital Forensics","Bash, NLP",Incident Response ,DevOps,Seattle,6.2,12 Months,B.E. Cloud Computing
IBM Global Services IndiaPvt. Ltd.,Web Development,"Digital Forensics, JavaScript","Bash, C++",DevOps,Bangalore,7.4,2 Months,B.Tech Computer Science
IBM India Private Limited,"Bash, Mobile Forensics","OpenCV, React","Node.js, JavaScript",Database Administration,Ahmedabad,7.9,2 Months,B.Tech Cybersecurity
"IBS Software Services (P) Ltd, Trivandrum","AWS, SQL","Librosa, C++","NLP, Deep Learning",Cybersecurity & Forensics,Delhi,9.3,6 Months,B.Sc Statistics / Math
iCelerate Technologies Private Limited,"Scikit-learn, Cybersecurity","C++, Bash","Pandas, C++",Web Development,Bangalore,8.8,6 Months,BCA / MCA
ICICI Infotech Services Ltd.,"Scikit-learn, Cybersecurity","Digital Forensics, SQL","Computer Vision, Java",Cloud Computing,Mumbai,6.4,9 Months,B.Tech Computer Science
ICICI OneSource Limited,"TensorFlow, Computer Vision","JavaScript, Scikit-learn","GCP, PyTorch",Data Science & AI,Mumbai,9.5,6 Months,Mechanical Engineering
Icon Data Management Ltd,"Scikit-learn, Pandas","Librosa, Incident Response",JavaScript,DevOps,Noida,8.6,2 Months,B.Sc / M.Sc Data Science
iCope Technologies Private Limited,"GCP, PyTorch","Pandas, Linux","Incident Response, Kubernetes",Data Science & AI,Bangalore,6.4,3 Months,Mechanical Engineering
IDBI Intech Ltd Navi,"Mobile Forensics, GCP","GCP, SQL","NoSQL, Data Analysis",Software Engineering,Noida,6.9,2 Months,Mechanical Engineering
Ideaspace Solutions Ltd,"DevOps, Kubernetes","Digital Forensics, C++","Docker, Ethical Hacking",Web Development,Hyderabad,6.3,2 Months,BCA / MCA
IDS Infotech Limited,"Computer Vision, Incident Response","Bash, Linux","Azure, Data Analysis",DevOps,Chandigarh,8.7,6 Months,B.Tech CS / IT
i-flex solutions ltd.,Web Development,"Bash, JavaScript","Node.js, Data Analysis",Cybersecurity & Forensics,Mumbai,8.2,3 Months,B.Tech Computer Science
IICE Technologies Ltd,"DevOps, PowerBI","Network Security, Machine Learning","DevOps, OpenCV",Cloud Computing,New Delhi,6.1,4 Months,BCA / MCA
IIS Scientific Computing Ltd,"C++, PowerBI","Incident Response, Deep Learning","Node.js, NLP",Mobile App Development,Mumbai,8.6,2 Months,B.Tech CS / M.Tech
I-Labs Ltd,"PyTorch, Cybersecurity","PyTorch, Azure",Machine Learning,Mobile App Development,Hyderabad,9.3,9 Months,B.Tech CS / M.Tech
ILI Technologies Ltd,"Pandas, React","DevOps, Deep Learning","DevOps, PyTorch",Cybersecurity & Forensics,Bangalore,8.7,12 Months,BCA / MCA
Impetus Infotech (I) Pvt. Ltd.,"Librosa, SQL","C++, Librosa",Azure,Mobile App Development,Indore,6.5,3 Months,B.Sc / M.Sc Data Science
"InApp Information Technologies (I) Pvt Ltd, Trivandrum","Ethical Hacking, Mobile Forensics","JavaScript, Deep Learning",Pandas,Mobile App Development,Bangalore,6.5,12 Months,Mechanical Engineering
